id,school_id,attribute_vn,raw_vn,attribute_en,raw_en
209,,"{""name"":""Viện Đào tạo Quốc tế"",""slug"":""vien-dao-tao-quoc-te"",""locale"":""vi"",""createdAt"":""2024-12-28T08:31:05.276Z"",""updatedAt"":""2025-11-25T11:41:32.374Z"",""description"":""<p>Viện Đào tạo quốc tế cung cấp chương trình đào tạo gắn với tiêu chuẩn quốc tế, trang bị kiến thức và kỹ năng hội nhập toàn cầu.</p><p><strong>Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh): </strong>Đào tạo kỹ năng lập kế hoạch, quản lý và phát triển doanh nghiệp khởi nghiệp, kết hợp kiến thức quản trị, marketing và tài chính.</p>"",""facultyCode"":""VDTQT"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.275Z"",""curriculum_majors"":{""data"":[{""id"":868,""attributes"":{""name"":""Khởi nghiệp và phát triển kinh doanh (BBAE)"",""slug"":""khoi-nghiep-va-phat-trien-kinh-doanhbbae-EP01"",""active"":true,""locale"":""vi"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.500Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:14:42.658Z"",""publishedAt"":""2024-12-28T08:31:45.499Z"",""introduction"":""<p>Chương trình Cử nhân Khởi nghiệp và Phát triển kinh doanh (BBAE) chú trọng trang bị cho sinh viên những kỹ năng, công cụ phân tích, nghiên cứu, cách tiếp cận và kinh nghiệm để chuẩn bị cho sự nghiệp sau này với tư cách là chủ doanh nghiệp, tham gia quản trị công ty gia đình hoặc trở thành các doanh nhân tham gia vào quá trình tạo lập các công ty, tập đoàn. Chương trình có thể phục vụ nhiều mục đích đa dạng của sinh viên, bao gồm bắt đầu kinh doanh khi còn đi học, tham gia vào những ngành kinh doanh mới nổi hoặc đặt nền móng để phát triển doanh nghiệp của chính mình trong tương lai. Kỹ năng và tư duy khởi nghiệp là điều tối quan trọng trong môi trường kinh doanh ngày càng cạnh tranh khốc liệt, nhất là trong những ngành mới nổi mang lại lợi nhuận cao. Chương trình có sự kết hợp hài hòa giữa lý thuyết và thực tiễn, tạo cơ hội cho sinh viên thử nghiệm, kiểm chứng lý thuyết, các mô hình, chiến lược đã được học. Trên cơ sở đó họ có thể tự thiết lập những kế hoạch kinh doanh cá nhân, nghiên cứu các dự án cụ thể, phát triển năng lực đánh giá và làm việc cũng như thu hút sự chú ý của các lãnh đạo trong cộng đồng khởi nghiệp kinh doanh.</p>"",""admissionCode"":""EP01"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":""https://isme.neu.edu.vn/"",""phoneNumberContact"":""0942.11.5050"",""addressContactFaculty"":""""}","{""id"":209,""attributes"":{""name"":""Viện Đào tạo Quốc tế"",""slug"":""vien-dao-tao-quoc-te"",""locale"":""vi"",""createdAt"":""2024-12-28T08:31:05.276Z"",""updatedAt"":""2025-11-25T11:41:32.374Z"",""description"":""<p>Viện Đào tạo quốc tế cung cấp chương trình đào tạo gắn với tiêu chuẩn quốc tế, trang bị kiến thức và kỹ năng hội nhập toàn cầu.</p><p><strong>Quản trị kinh doanh (Khởi nghiệp và phát triển kinh doanh): </strong>Đào tạo kỹ năng lập kế hoạch, quản lý và phát triển doanh nghiệp khởi nghiệp, kết hợp kiến thức quản trị, marketing và tài chính.</p>"",""facultyCode"":""VDTQT"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.275Z"",""curriculum_majors"":{""data"":[{""id"":868,""attributes"":{""name"":""Khởi nghiệp và phát triển kinh doanh (BBAE)"",""slug"":""khoi-nghiep-va-phat-trien-kinh-doanhbbae-EP01"",""active"":true,""locale"":""vi"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.500Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:14:42.658Z"",""publishedAt"":""2024-12-28T08:31:45.499Z"",""introduction"":""<p>Chương trình Cử nhân Khởi nghiệp và Phát triển kinh doanh (BBAE) chú trọng trang bị cho sinh viên những kỹ năng, công cụ phân tích, nghiên cứu, cách tiếp cận và kinh nghiệm để chuẩn bị cho sự nghiệp sau này với tư cách là chủ doanh nghiệp, tham gia quản trị công ty gia đình hoặc trở thành các doanh nhân tham gia vào quá trình tạo lập các công ty, tập đoàn. Chương trình có thể phục vụ nhiều mục đích đa dạng của sinh viên, bao gồm bắt đầu kinh doanh khi còn đi học, tham gia vào những ngành kinh doanh mới nổi hoặc đặt nền móng để phát triển doanh nghiệp của chính mình trong tương lai. Kỹ năng và tư duy khởi nghiệp là điều tối quan trọng trong môi trường kinh doanh ngày càng cạnh tranh khốc liệt, nhất là trong những ngành mới nổi mang lại lợi nhuận cao. Chương trình có sự kết hợp hài hòa giữa lý thuyết và thực tiễn, tạo cơ hội cho sinh viên thử nghiệm, kiểm chứng lý thuyết, các mô hình, chiến lược đã được học. Trên cơ sở đó họ có thể tự thiết lập những kế hoạch kinh doanh cá nhân, nghiên cứu các dự án cụ thể, phát triển năng lực đánh giá và làm việc cũng như thu hút sự chú ý của các lãnh đạo trong cộng đồng khởi nghiệp kinh doanh.</p>"",""admissionCode"":""EP01"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":""https://isme.neu.edu.vn/"",""phoneNumberContact"":""0942.11.5050"",""addressContactFaculty"":""""}}","{""name"":""International School of Management and Economics"",""slug"":""vien-dao-tao-quoc-te"",""locale"":""en"",""createdAt"":""2024-12-28T08:31:05.287Z"",""updatedAt"":""2025-11-25T11:41:32.383Z"",""description"":"""",""facultyCode"":""VDTQT"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.280Z"",""curriculum_majors"":{""data"":[{""id"":869,""attributes"":{""name"":""BBA in Entrepreneurship Management (BBAE)"",""slug"":""khoi-nghiep-va-phat-trien-kinh-doanhbbae-EP01"",""active"":true,""locale"":""en"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.505Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:14:42.907Z"",""publishedAt"":""2024-12-28T08:31:45.501Z"",""introduction"":"""",""admissionCode"":""EP01"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":"""",""phoneNumberContact"":"""",""addressContactFaculty"":""""}","{""id"":210,""attributes"":{""name"":""International School of Management and Economics"",""slug"":""vien-dao-tao-quoc-te"",""locale"":""en"",""createdAt"":""2024-12-28T08:31:05.287Z"",""updatedAt"":""2025-11-25T11:41:32.383Z"",""description"":"""",""facultyCode"":""VDTQT"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.280Z"",""curriculum_majors"":{""data"":[{""id"":869,""attributes"":{""name"":""BBA in Entrepreneurship Management (BBAE)"",""slug"":""khoi-nghiep-va-phat-trien-kinh-doanhbbae-EP01"",""active"":true,""locale"":""en"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.505Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:14:42.907Z"",""publishedAt"":""2024-12-28T08:31:45.501Z"",""introduction"":"""",""admissionCode"":""EP01"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":"""",""phoneNumberContact"":"""",""addressContactFaculty"":""""}}"
211,27,"{""name"":""Viện Quản trị Kinh doanh"",""slug"":""vien-quan-tri-kinh-doanh"",""locale"":""vi"",""createdAt"":""2024-12-28T08:31:05.300Z"",""updatedAt"":""2025-11-25T12:00:45.692Z"",""description"":""<p>Viện Quản trị Kinh doanh cung cấp chương trình đào tạo theo chuẩn quốc tế, trang bị kiến thức và kỹ năng hiện đại về quản trị và kinh doanh số.</p><p><strong>Quản trị kinh doanh (E-BBA): </strong>Đào tạo quản trị doanh nghiệp với phương pháp hiện đại, tập trung kỹ năng lãnh đạo, quản lý và ra quyết định.</p><p><strong>Kinh doanh số (E-BDB): </strong>Trang bị kiến thức và kỹ năng kinh doanh số, marketing trực tuyến, phân tích dữ liệu và quản trị doanh nghiệp số.</p>"",""facultyCode"":""VQTKD"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.299Z"",""curriculum_majors"":{""data"":[{""id"":866,""attributes"":{""name"":""Quản trị kinh doanh (E-BBA)"",""slug"":""quan-tri-kinh-doanh-e-bba-EBBA"",""active"":true,""locale"":""vi"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.487Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:25:38.066Z"",""publishedAt"":""2024-12-28T08:31:45.486Z"",""introduction"":""<p>Đào tạo các nhà quản trị chuyên nghiệp tự tin, năng động, sáng tạo, có phẩm chất chính trị, đạo đức và sức khỏe tốt, có đầy đủ các kiến thức, kỹ năng chuyên môn cập nhật và có tính thực tiễn cao về quản trị kinh doanh hiện đại và trình độ tiếng Anh thành thạo để có thể làm việc có hiệu quả trong môi trường kinh doanh toàn cầu. Giúp người học nắm vững các kiến thức cơ bản về quản trị kinh doanh hiện đại, am hiểu các quy trình, chính sách quản lý doanh nghiệp và phương pháp luận chung để giải quyết các vấn đề phát sinh trong lĩnh vực quản trị kinh doanh; Trang bị cho người học các kiến thức lý thuyết và thực tiễn về môi trường kinh doanh trong nước và quốc tế trong bối cảnh toàn cầu hóa và cách mạng công nghiệp 4.0.</p>"",""admissionCode"":""EBBA"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}},{""id"":876,""attributes"":{""name"":""Kinh doanh số (E-BDB)"",""slug"":""kinh-doanh-so-e-bdb-EP05"",""active"":true,""locale"":""vi"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.553Z"",""majorCode"":""7340101"",""updatedAt"":""2025-09-20T02:22:51.925Z"",""publishedAt"":""2024-12-28T08:31:45.553Z"",""introduction"":""<p>Chương trình cử nhân Kinh doanh số đào tạo bằng tiếng Anh cung cấp nguồn nhân lực quản trị kinh doanh chất lượng cao, am hiểu các kiến thức cơ bản, hiện đại về quản trị kinh doanh, có kiến thức nền tảng về kinh doanh số, có kỹ năng vận dụng các phương pháp và công cụ số trong quản trị các tổ chức kinh doanh, có năng lực tiếng Anh để làm việc hiệu quả trong môi trường toàn cầu và bối cảnh CMCN 4.0.<br>Kiến thức: nắm vững các kiến thức nền tảng về quản trị kinh doanh hiện đại, hiểu biết về kinh tế số và chuyển đổi số, các kiến thức lý thuyết và thực tiễn về môi trường kinh doanh trong nước và quốc tế trong bối cảnh toàn cầu hóa và chuyển đổi số, hiểu biết về quy trình, phương pháp quản trị, công nghệ và nguồn lực số hóa vận dụng để giải quyết các vấn đề phát sinh trong quản trị kinh doanh.</p>"",""admissionCode"":""EP05"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":""https://bsneu.neu.edu.vn/"",""phoneNumberContact"":""024-3869-0055"",""addressContactFaculty"":""""}","{""id"":211,""school_id"":27,""attributes"":{""name"":""Viện Quản trị Kinh doanh"",""slug"":""vien-quan-tri-kinh-doanh"",""locale"":""vi"",""createdAt"":""2024-12-28T08:31:05.300Z"",""updatedAt"":""2025-11-25T12:00:45.692Z"",""description"":""<p>Viện Quản trị Kinh doanh cung cấp chương trình đào tạo theo chuẩn quốc tế, trang bị kiến thức và kỹ năng hiện đại về quản trị và kinh doanh số.</p><p><strong>Quản trị kinh doanh (E-BBA): </strong>Đào tạo quản trị doanh nghiệp với phương pháp hiện đại, tập trung kỹ năng lãnh đạo, quản lý và ra quyết định.</p><p><strong>Kinh doanh số (E-BDB): </strong>Trang bị kiến thức và kỹ năng kinh doanh số, marketing trực tuyến, phân tích dữ liệu và quản trị doanh nghiệp số.</p>"",""facultyCode"":""VQTKD"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.299Z"",""curriculum_majors"":{""data"":[{""id"":866,""attributes"":{""name"":""Quản trị kinh doanh (E-BBA)"",""slug"":""quan-tri-kinh-doanh-e-bba-EBBA"",""active"":true,""locale"":""vi"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.487Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:25:38.066Z"",""publishedAt"":""2024-12-28T08:31:45.486Z"",""introduction"":""<p>Đào tạo các nhà quản trị chuyên nghiệp tự tin, năng động, sáng tạo, có phẩm chất chính trị, đạo đức và sức khỏe tốt, có đầy đủ các kiến thức, kỹ năng chuyên môn cập nhật và có tính thực tiễn cao về quản trị kinh doanh hiện đại và trình độ tiếng Anh thành thạo để có thể làm việc có hiệu quả trong môi trường kinh doanh toàn cầu. Giúp người học nắm vững các kiến thức cơ bản về quản trị kinh doanh hiện đại, am hiểu các quy trình, chính sách quản lý doanh nghiệp và phương pháp luận chung để giải quyết các vấn đề phát sinh trong lĩnh vực quản trị kinh doanh; Trang bị cho người học các kiến thức lý thuyết và thực tiễn về môi trường kinh doanh trong nước và quốc tế trong bối cảnh toàn cầu hóa và cách mạng công nghiệp 4.0.</p>"",""admissionCode"":""EBBA"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}},{""id"":876,""attributes"":{""name"":""Kinh doanh số (E-BDB)"",""slug"":""kinh-doanh-so-e-bdb-EP05"",""active"":true,""locale"":""vi"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.553Z"",""majorCode"":""7340101"",""updatedAt"":""2025-09-20T02:22:51.925Z"",""publishedAt"":""2024-12-28T08:31:45.553Z"",""introduction"":""<p>Chương trình cử nhân Kinh doanh số đào tạo bằng tiếng Anh cung cấp nguồn nhân lực quản trị kinh doanh chất lượng cao, am hiểu các kiến thức cơ bản, hiện đại về quản trị kinh doanh, có kiến thức nền tảng về kinh doanh số, có kỹ năng vận dụng các phương pháp và công cụ số trong quản trị các tổ chức kinh doanh, có năng lực tiếng Anh để làm việc hiệu quả trong môi trường toàn cầu và bối cảnh CMCN 4.0.<br>Kiến thức: nắm vững các kiến thức nền tảng về quản trị kinh doanh hiện đại, hiểu biết về kinh tế số và chuyển đổi số, các kiến thức lý thuyết và thực tiễn về môi trường kinh doanh trong nước và quốc tế trong bối cảnh toàn cầu hóa và chuyển đổi số, hiểu biết về quy trình, phương pháp quản trị, công nghệ và nguồn lực số hóa vận dụng để giải quyết các vấn đề phát sinh trong quản trị kinh doanh.</p>"",""admissionCode"":""EP05"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":""https://bsneu.neu.edu.vn/"",""phoneNumberContact"":""024-3869-0055"",""addressContactFaculty"":""""}}","{""name"":""NEU Business School"",""slug"":""vien-quan-tri-kinh-doanh"",""locale"":""en"",""createdAt"":""2024-12-28T08:31:05.308Z"",""updatedAt"":""2025-11-25T12:00:45.701Z"",""description"":"""",""facultyCode"":""VQTKD"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.303Z"",""curriculum_majors"":{""data"":[{""id"":867,""attributes"":{""name"":""Business Administration (E-BBA)"",""slug"":""quan-tri-kinh-doanh-e-bba-EBBA"",""active"":true,""locale"":""en"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.491Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:25:38.279Z"",""publishedAt"":""2024-12-28T08:31:45.488Z"",""introduction"":"""",""admissionCode"":""EBBA"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}},{""id"":877,""attributes"":{""name"":""Digital Business (E-BDB)"",""slug"":""kinh-doanh-so-e-bdb-EP05"",""active"":true,""locale"":""en"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.560Z"",""majorCode"":""7340101"",""updatedAt"":""2025-09-20T02:22:51.952Z"",""publishedAt"":""2024-12-28T08:31:45.555Z"",""introduction"":"""",""admissionCode"":""EP05"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":"""",""phoneNumberContact"":"""",""addressContactFaculty"":""""}","{""id"":212,""attributes"":{""name"":""NEU Business School"",""slug"":""vien-quan-tri-kinh-doanh"",""locale"":""en"",""createdAt"":""2024-12-28T08:31:05.308Z"",""updatedAt"":""2025-11-25T12:00:45.701Z"",""description"":"""",""facultyCode"":""VQTKD"",""mailContact"":null,""publishedAt"":""2024-12-28T08:31:05.303Z"",""curriculum_majors"":{""data"":[{""id"":867,""attributes"":{""name"":""Business Administration (E-BBA)"",""slug"":""quan-tri-kinh-doanh-e-bba-EBBA"",""active"":true,""locale"":""en"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.491Z"",""majorCode"":""7340101"",""updatedAt"":""2025-01-08T07:25:38.279Z"",""publishedAt"":""2024-12-28T08:31:45.488Z"",""introduction"":"""",""admissionCode"":""EBBA"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}},{""id"":877,""attributes"":{""name"":""Digital Business (E-BDB)"",""slug"":""kinh-doanh-so-e-bdb-EP05"",""active"":true,""locale"":""en"",""credits"":"""",""createdAt"":""2024-12-28T08:31:45.560Z"",""majorCode"":""7340101"",""updatedAt"":""2025-09-20T02:22:51.952Z"",""publishedAt"":""2024-12-28T08:31:45.555Z"",""introduction"":"""",""admissionCode"":""EP05"",""enrollmentTarget"":0,""graduateOutcomes"":"""",""careerOpportunities"":""""}}]},""websiteFacultyUrl"":"""",""phoneNumberContact"":"""",""addressContactFaculty"":""""}}"
